Simulation,%_Obs_Direct_to_MDTF0x22,%_of_Fires_Focused_on_Enemy_Artillery0x22,ACE_Fusion_Expertise,ACE_Fusion_Personnel,ACE_Fusion_Technology,Average_Launch_and_Transit_Time,Crews_Available,ED_Expertise,ED_Personnel,ED_Technology,Frequencies_Per_Satellite,Ground_Control_Stations_Available,Initial_UAS,MDTF_Allocation,MDTF_PEF_Expertise,MDTF_PEF_Technology,NOISE_SEED,PE_Expertise,PE_Technology,PED_Personnel_Total,Satellites_Available,Enemy_AAA_Losses,Enemy_Anti_Aircraft,Enemy_Artillery,Enemy_Artillery_Losses,Friendly_UAS_Losses,HIMARS_Losses,Satellite_Losses,AAA_to_UAS_Loss_Ratio,Artillery_Loss_Ratio,ED_Overflow_Ratio,ED_Overwork,Enemy_AAA_Percent_Loss,Enemy_Artillery_Percent_Loss,HIMARS_Percent_Loss,MDTF_Overflow_Ratio,MDTF_PE_Limit,PE_Overflow_Ratio,PE_Overwork,Satellite_Percent_Loss,Total_Loss_Ratio,Total_Overflow_Ratio,UAS_Loss_Percent
4296.5,0.22375,0.6175,3.3475,6.6875,2.115,5.93,46.9,1.0375,13.473,1.9225,3.21,44.7,36.125,0.44875,2.655,2.135,24.5,1.9225,1.385,29.412,6.215,46.335,3.6652,0.13825,49.862,31.417,12.708,4.7292,1.5087,4.0577,0.059366,1.15E-17,92.67,99.724,63.542,0.00053354,74.817,0.016941,2.20E-22,76.093,2.2083,0.07684,62.833
4344.5,0.22625,0.3375,2.2075,28.813,2.805,4.37,16.5,2.9575,10.223,2.3425,3.07,43.9,46.325,0.09125,2.545,1.855,24.5,3.8575,2.895,26.263,5.515,49.978,0.022368,4.1579,45.842,17.542,17.521,4.25,3.0229,2.6459,0.0060124,0,99.955,91.684,87.604,0.0045472,11.314,0.0016175,0,77.063,2.7845,0.012177,35.083
4392.5,0.22875,0.5475,2.2825,26.313,1.325,3.53,40.7,3.2125,13.732,3.4225,4.71,25.7,40.025,0.00375,1.485,2.075,24.5,3.3175,2.185,32.037,13.565,39.454,10.546,4.6729,45.327,38.771,17.354,10.771,1.0228,2.6447,0.0036644,0,78.908,90.654,86.771,0.21114,0.3702,0.0024668,0,79.402,1.5175,0.21727,77.542
4440.5,0.23125,0.6675,3.1225,6.1875,2.485,5.65,14.7,2.8225,9.5075,3.8275,3.99,12.9,20.075,0.30625,2.005,1.155,24.5,1.0675,1.855,17.513,9.995,45.581,4.4189,0,50,31.438,14.521,7.6875,1.4731,3.5068,0.0029217,0,91.162,100,72.604,0.0027993,12.42,0.03154,1.61E-15,76.913,2.0993,0.037261,62.875
4488.5,0.23375,0.6275,1.8775,13.188,1.495,3.69,12.5,2.3425,7.7525,2.9875,2.79,24.1,47.375,0.42875,1.035,1.925,24.5,1.7425,1.275,20.313,1.735,15.9,34.1,24.023,25.977,13.354,19.417,0.97917,1.2188,1.3548,0.0021539,0,31.799,51.954,97.083,0.00065877,17.352,0.0048334,0,56.436,1.283,0.0076461,26.708
4536.5,0.23625,0.5825,2.9575,10.938,2.835,3.45,17.5,2.7925,3.7875,1.8625,2.31,15.5,24.725,0.20125,2.485,2.395,24.5,3.5275,2.855,12.263,9.645,47.254,2.7464,0.020681,49.979,31.458,13.667,7.5208,1.5397,3.7725,0.13875,1.11E-15,94.507,99.959,68.333,0.003312,14.688,0.004396,0,77.976,2.1829,0.14645,62.917
4584.5,0.23875,0.5225,2.1025,29.813,2.155,3.21,45.3,2.8075,10.613,3.4375,4.67,25.9,43.325,0.21125,1.175,2.215,24.5,1.5925,1.505,25.213,5.935,47.391,2.6094,0.89731,49.103,32.813,12.667,4.5833,1.4652,4.0161,0.0047388,0,94.781,98.205,63.333,0.0081143,13.862,0.019684,3.52E-22,77.226,2.1461,0.032537,65.625
4632.5,0.24125,0.9175,3.7225,26.938,2.475,4.51,25.5,2.6575,11.067,3.7075,1.99,46.5,41.075,0.49625,2.015,1.945,24.5,2.4175,2.275,37.463,6.005,39.661,10.339,0.43,49.57,29.542,13.063,4.9375,1.3367,4.0249,0.0025368,0,79.322,99.14,65.313,0.00039738,72.86,0.0027469,0,82.223,2.1177,0.0056811,59.083
4680.5,0.24375,0.9575,2.9125,27.688,2.885,3.67,10.5,2.9425,4.1125,3.0175,2.77,25.1,31.775,0.04625,1.985,1.195,24.5,3.9025,1.445,10.337,6.915,14.666,35.334,0.024323,49.976,37.792,16.125,5.2708,0.39246,3.1304,0.0086898,0,29.332,99.951,80.625,0.1771,1.1341,0.0054177,0,76.223,1.2052,0.19121,75.583
4728.5,0.24625,0.7975,3.7825,16.438,1.675,5.01,30.7,3.0625,11.392,1.1425,4.05,40.1,45.125,0.45625,1.515,2.995,24.5,2.2525,1.965,19.087,7.195,46.349,3.6513,0,50,35.646,8.5208,5.6667,1.3079,6.3086,0.022178,5.72E-21,92.697,100,42.604,0.0014234,39.515,0.019875,4.53E-22,78.758,2.1963,0.043476,71.292
4776.5,0.24875,0.6425,2.7325,11.938,2.865,3.35,48.7,2.2075,5.4125,2.9125,1.93,13.3,21.575,0.35125,1.525,2.105,24.5,3.9175,1.655,9.4625,3.275,19.116,30.884,18.281,31.719,15.167,18.938,2.6458,1.2902,1.7076,0.0046178,0,38.232,63.438,94.688,0.0017408,10.669,0.0042086,0,80.789,1.4824,0.010567,30.333
4824.5,0.25125,0.7675,3.2875,14.438,2.745,4.09,26.9,3.2875,5.4775,1.0075,2.59,46.7,30.275,0.30375,1.235,2.285,24.5,2.1475,2.215,30.813,5.165,42.645,7.3549,0.80632,49.194,27.813,13.229,4.0417,1.5594,3.8796,0.083898,1.01E-14,85.29,98.387,66.146,0.0014259,26.412,0.0032849,0,78.251,2.2715,0.088609,55.625
4872.5,0.25375,0.9325,3.0325,5.3125,1.645,5.31,11.5,1.4575,3.7225,2.7625,2.11,31.1,39.425,0.43375,1.215,1.725,24.5,1.6075,2.125,12.788,1.315,0.76268,49.237,40.209,9.7907,4.0625,19.833,0.89583,0.22601,0.4936,0.0058783,0,1.5254,19.581,99.167,0.00095466,11.625,0.0038692,0,68.124,0.4158,0.010702,8.125
4920.5,0.25625,0.9775,3.7975,7.4375,1.435,4.61,33.9,3.5575,11.262,3.4825,2.71,36.5,20.975,0.02375,2.745,1.295,24.5,2.1175,1.945,27.662,2.645,3.1966,46.803,6.7126,43.287,19.917,17.417,1.8958,0.13766,2.5543,0.0011319,0,6.3932,86.575,87.083,0.05416,2.3354,0.0014757,0,71.676,1.2489,0.056768,39.833
4968.5,0.25875,0.6525,1.5625,24.063,2.315,2.29,45.7,1.7575,7.3625,3.6175,1.71,16.9,29.075,0.19125,1.695,1.385,24.5,1.9675,2.465,35.188,1.035,4.1555,45.844,42.908,7.0924,4.5417,19.813,0.8125,0.95345,0.36055,0.0013955,0,8.311,14.185,99.063,0.00055648,15.798,0.00052428,0,78.502,0.44046,0.0024763,9.0833
5016.5,0.26125,0.8925,3.4075,22.688,2.815,5.35,27.1,3.1375,10.288,3.9925,4.43,11.5,33.425,0.21375,2.565,1.095,24.5,3.4225,2.405,10.163,8.245,46.465,3.5346,0,50,32.854,13.229,6.625,1.4397,3.9679,0.0022038,0,92.931,100,66.146,0.022147,6.1011,0.004429,0,80.352,2.1305,0.028779,65.708
5064.5,0.26375,0.7525,2.1475,17.438,2.535,5.81,22.7,3.7225,2.4875,1.2925,4.79,49.5,39.575,0.41125,1.935,1.675,24.5,2.8675,1.245,39.737,1.525,19.829,30.171,10.249,39.751,19.021,18.167,0.9375,1.0196,2.2547,0.030431,5.51E-07,39.657,79.503,90.833,0.00037421,52.967,0.0018444,0,61.475,1.6066,0.03265,38.042
5112.5,0.26625,0.3175,3.6475,19.313,2.505,4.65,35.1,2.0125,14.707,2.6275,2.45,20.7,21.875,0.11375,2.925,2.705,24.5,2.1625,2.155,19.612,4.535,47.613,2.3866,9.9292,40.071,14.313,18.271,3.3542,3.6874,2.2426,0.003357,0,95.227,80.142,91.354,0.0020489,17.651,0.0033202,0,73.962,2.7776,0.0087262,28.625
5160.5,0.26875,0.4125,3.2725,10.313,1.615,3.59,19.1,3.9175,13.342,1.3825,3.47,17.7,49.625,0.44375,1.715,1.275,24.5,1.1275,2.495,5.9625,2.715,41.513,8.487,15.797,34.203,19.396,19.188,1.9167,2.2374,1.8071,0.0014473,0,83.026,68.406,95.938,0.018821,5.7855,0.17808,0.0044868,70.595,1.9765,0.19835,38.792
5208.5,0.27125,0.9375,1.0225,17.313,2.635,3.55,45.9,1.1725,8.5975,3.1075,1.29,38.9,27.425,0.18125,2.825,2.325,24.5,3.8125,2.845,34.662,1.805,1.1859,48.814,33.047,16.953,7.4583,19.708,1,0.16932,0.86575,0.0018485,0,2.3719,33.906,98.542,0.00020619,41.265,0.00019973,0,55.402,0.66861,0.0022544,14.917
5256.5,0.27375,0.1675,2.1325,12.688,1.515,3.65,39.5,1.0825,8.9225,2.2975,2.13,38.3,32.975,0.00125,2.095,1.985,24.5,2.2975,1.405,19.263,13.495,41.166,8.8337,38.362,11.638,37.563,19.875,10.479,1.1107,0.5897,0.16977,5.20E-12,82.333,23.275,99.375,0.26834,0.10013,0.010463,0,77.652,0.93034,0.44858,75.125
5304.5,0.27625,0.2425,2.2375,22.188,1.065,4.03,47.3,2.4475,13.018,3.7675,3.25,48.1,39.125,0.45875,2.585,2.605,24.5,1.0525,1.685,22.413,12.935,50,0,7.6304,42.37,27.438,17.833,9.9792,1.8434,2.3973,0.0020468,0,100,84.739,89.167,0.0010569,69.236,0.16394,6.09E-18,77.149,2.0479,0.16704,54.875
5352.5,0.27875,0.2175,3.9775,15.688,2.385,3.79,38.5,2.1475,2.2275,3.9325,4.13,24.5,39.875,0.31625,1.575,1.715,24.5,2.7925,1.425,34.313,7.895,50,0,5.8061,44.194,20.208,17.708,6.1458,2.5491,2.5218,0.19233,3.59E-17,100,88.388,88.542,0.0027493,29.311,0.0054732,0,77.845,2.5097,0.20055,40.417
5400.5,0.28125,0.5925,1.4575,15.313,1.745,5.85,48.3,3.3775,6.0625,3.0325,1.37,48.5,31.925,0.48875,1.665,1.325,24.5,1.0375,1.155,38.513,14.335,47.393,2.607,0,50,30.938,11.688,11.146,1.5758,4.4577,0.0044369,0,94.786,100,58.438,0.001513,41.526,0.081643,6.48E-18,77.753,2.3254,0.087593,61.875
5448.5,0.28375,0.1925,1.9375,15.813,1.305,5.21,21.3,1.8775,14.317,3.0925,2.53,13.1,25.475,0.22125,2.135,1.785,24.5,2.9725,1.135,31.513,11.325,50,0,7.107,42.893,12.625,18.083,9.125,4.3243,2.397,0.0038023,0,100,85.786,90.417,0.001932,26.571,0.0039424,0,80.574,3.088,0.0096766,25.25
5496.5,0.28625,0.0825,2.8075,9.9375,2.775,4.57,17.7,1.6675,4.9575,2.4775,1.33,35.9,40.325,0.47375,2.475,1.965,24.5,1.8475,1.255,35.713,8.595,49.694,0.30639,12.638,37.362,11.479,19.125,6.8333,4.8478,1.9838,0.028097,1.41E-14,99.387,74.723,95.625,0.00053308,82.282,0.0064813,0,79.504,2.9049,0.035112,22.958
5544.5,0.28875,0.6575,3.8275,23.063,2.085,2.59,31.1,3.0025,7.6875,3.5875,2.67,10.3,36.875,0.48625,1.155,2.405,24.5,1.2925,2.625,29.763,6.075,45.528,4.4718,0.27512,49.725,25.125,13.75,4.9583,1.8858,3.6896,0.0032766,0,91.056,99.45,68.75,0.0011523,40.2,0.0054618,0,81.619,2.4946,0.0098908,50.25
5592.5,0.29125,0.2775,3.1375,16.188,2.215,2.49,32.7,1.1425,13.148,1.2775,3.83,48.9,21.425,0.44125,1.885,1.915,24.5,1.8925,1.815,28.188,7.825,50,0,5.1578,44.842,20.438,17.396,6.2083,2.5429,2.5983,0.16758,1.55E-17,100,89.684,86.979,0.0017581,44.897,0.010628,0,79.34,2.5391,0.17997,40.875
5640.5,0.29375,0.7075,3.6775,8.5625,1.565,5.19,39.1,1.6825,4.5025,1.4125,3.53,49.7,31.175,0.45375,2.815,2.825,24.5,2.3425,1.345,18.563,5.865,46.139,3.8607,0.14326,49.857,33.917,11.563,4.375,1.3891,4.541,0.28266,1.76E-13,92.279,99.713,57.813,0.0010724,66.981,0.033557,1.04E-19,74.595,2.1371,0.31729,67.833
5688.5,0.29625,0.8075,2.0575,29.438,1.975,2.13,24.7,2.4025,9.7675,2.9725,4.27,19.3,45.275,0.19625,1.875,1.005,24.5,2.0125,2.395,13.313,3.835,45.227,4.7728,0,50,33.625,12.979,2.75,1.3723,3.943,0.0053172,0,90.454,100,64.896,0.11715,4.9231,0.0083329,0,71.708,2.0624,0.1308,67.25
5736.5,0.29875,0.7775,3.9025,21.313,2.345,3.11,38.3,1.3225,3.6575,1.1725,2.33,15.7,29.375,0.42125,1.615,2.885,24.5,3.9325,2.175,26.787,7.965,44.627,5.3727,0,50,34.729,12.625,6.2083,1.3049,4.0902,0.45573,0.00015634,89.255,100,63.125,0.001277,52.576,0.0027916,0,77.945,2.0223,0.4598,69.458
5784.5,0.30125,0.7275,3.3025,21.188,1.405,4.01,12.9,3.7375,12.563,3.4975,1.17,15.3,37.325,0.16125,2.465,2.485,24.5,1.0975,2.065,38.338,13.355,47.818,2.1825,0,50,25.917,11.833,10.625,1.9198,4.3363,0.0018131,0,95.635,100,59.167,0.001502,37.868,0.0041911,0,79.558,2.6521,0.0075062,51.833
5832.5,0.30375,0.1825,1.5175,22.313,1.865,4.35,28.1,3.1225,10.808,1.5475,1.91,21.3,41.525,0.00625,1.265,1.845,24.5,2.8525,1.805,11.913,3.695,21.118,28.882,45.145,4.8552,19.167,19.958,2.6458,1.1287,0.24335,0.0027213,0,42.236,9.7104,99.792,0.28013,0.17377,0.0024207,0,71.606,0.66092,0.28527,38.333
5880.5,0.30625,0.1175,3.7675,8.6875,1.015,5.55,23.5,3.6475,10.092,1.4575,2.83,22.7,26.075,0.07625,1.325,1.655,24.5,3.2125,1.205,15.763,3.135,42.616,7.3837,37.128,12.871,14.188,19.771,2.6042,3.1546,0.65759,0.0035642,0,85.233,25.743,98.854,0.12128,2.6356,0.0035188,0,83.068,1.6403,0.12836,28.375
5928.5,0.30875,0.4425,1.7275,16.813,1.395,5.45,48.1,1.7875,4.6975,2.2525,1.81,45.3,29.675,0.13125,2.295,1.665,24.5,3.4375,2.035,5.6125,9.155,47.411,2.5895,6.9567,43.043,30.75,18.417,7.25,1.5767,2.3601,0.078517,7.42E-12,94.821,86.087,92.083,0.18602,2.8148,0.013407,3.11E-18,79.192,1.8573,0.27794,61.5
5976.5,0.31125,0.8225,2.6575,13.688,2.195,3.49,10.9,3.8725,6.7775,2.0125,3.43,27.7,34.025,0.07875,2.385,1.075,24.5,2.6575,2.655,33.438,5.305,45.71,4.2902,0,50,27.25,13,4.25,1.7125,3.9409,0.0050265,0,91.42,100,65,0.043408,6.7512,0.0012522,0,80.113,2.4129,0.049687,54.5
6024.5,0.31375,0.4075,3.5425,29.688,2.615,3.87,11.9,2.6875,7.5575,1.6675,4.83,29.7,27.875,0.25875,1.045,2.795,24.5,1.3975,1.825,21.188,11.605,49.915,0.085234,7.2424,42.758,15.708,17.229,9.1458,3.4042,2.5081,0.01003,0,99.83,85.515,86.146,0.0046562,16.013,0.0084533,0,78.809,2.867,0.023139,31.417
6072.5,0.31625,0.0475,3.8725,21.688,2.995,5.27,47.7,2.1325,2.3575,3.7525,2.51,19.1,45.875,0.16875,2.525,2.475,24.5,1.3225,2.725,31.338,7.475,50,0,11.682,38.318,12.083,18.729,5.8958,4.4179,2.0948,0.099829,1.18E-12,100,76.637,93.646,0.0022746,33.048,0.0036565,0,78.874,2.9038,0.10576,24.167
6120.5,0.31875,0.5575,3.6025,5.4375,2.825,5.07,25.9,3.6925,14.837,2.2075,4.37,11.1,31.475,0.15875,1.475,1.995,24.5,3.6175,1.035,14.888,5.025,44.029,5.9712,1.8702,48.13,22.646,15.771,4.1875,2.0611,3.1207,0.0020394,0,88.058,96.26,78.854,0.037478,6.9546,0.0055289,0,83.333,2.4414,0.045047,45.292
6168.5,0.32125,0.0575,3.6325,28.188,1.985,2.79,29.7,1.9975,11.132,2.6125,4.59,41.3,20.375,0.17875,1.955,1.255,24.5,2.5675,2.815,29.237,2.855,50,0,16.599,33.401,11.083,19.146,1.875,4.8378,1.7858,0.0045942,0,100,66.801,95.729,0.0073204,12.823,0.0015686,0,65.674,2.7927,0.013483,22.167
6216.5,0.32375,0.9425,1.4425,28.938,1.155,4.71,20.5,1.4275,6.1925,3.8125,2.25,34.7,30.125,0.09625,1.585,2.125,24.5,2.5075,2.695,22.938,1.595,1.9509,48.049,22.177,27.823,10.042,19.292,0.97917,0.19386,1.467,0.0021268,0,3.9017,55.646,96.458,0.0024235,7.4359,0.00054464,0,61.39,1.009,0.0050949,20.083
6264.5,0.32625,0.0075,1.3975,23.313,1.835,3.57,29.9,1.1875,10.027,2.6875,4.61,34.9,22.325,0.46375,2.425,1.205,24.5,2.7475,1.195,11.563,13.075,50,0,43.81,6.1899,14.688,19.896,10.042,3.5428,0.3125,0.0090179,0,100,12.38,99.479,0.012803,15.669,0.11468,0.037851,76.801,1.6366,0.1365,29.375
6312.5,0.32875,0.3025,1.5775,5.6875,1.215,4.29,18.3,2.6125,7.2975,1.5175,1.57,30.7,28.925,0.25375,2.685,2.985,24.5,3.0025,2.305,37.813,8.525,49.97,0.029961,3.1986,46.801,13.438,16.896,6.8542,4.0463,2.8137,0.012517,1.01E-20,99.94,93.603,84.479,0.00087685,76.901,0.0014412,0,80.401,3.2468,0.014835,26.875
6360.5,0.33125,0.1625,2.7625,11.188,1.945,5.59,43.1,3.8125,14.122,3.6325,1.97,45.1,28.325,0.00875,2.505,2.335,24.5,3.4975,1.215,36.063,4.675,38.997,11.003,39.462,10.538,17.125,19.896,3.5208,2.4719,0.53272,0.00090138,0,77.995,21.077,99.479,0.18288,1.8457,0.0011895,0,75.312,1.3691,0.18497,34.25
6408.5,0.33375,0.0175,2.5075,10.563,1.195,5.09,26.3,1.7725,11.002,2.0275,4.99,24.9,41.225,0.19875,1.115,2.265,24.5,3.8425,2.375,26.088,4.885,50,0,29.245,20.754,13.896,19.5,3.6042,3.7973,1.0799,0.011935,9.66E-22,100,41.509,97.5,0.022044,13.094,0.0017916,0,73.78,2.1451,0.035771,27.792
6456.5,0.33625,0.8875,2.9875,27.813,2.965,2.09,25.3,1.6075,13.538,1.1875,4.57,47.9,46.175,0.03375,1.455,2.575,24.5,1.9075,2.095,25.737,7.405,18.113,31.887,1.1366,48.863,39.563,13.625,5.75,0.46137,3.7573,0.11679,2.44E-17,36.226,97.727,68.125,0.23309,3.2545,0.0050582,0,77.65,1.2667,0.35494,79.125
6504.5,0.33875,0.6375,2.2525,13.313,2.735,4.41,22.1,1.6525,3.3325,3.6925,4.63,33.9,33.725,0.36625,2.575,1.135,24.5,3.0175,1.785,8.7625,5.585,47.626,2.3745,0,50,34.958,12.563,4.3333,1.3713,4.1573,0.092949,1.17E-16,95.251,100,62.813,0.085211,9.3795,0.045528,4.42E-19,77.589,2.0689,0.22369,69.917
6552.5,0.34125,0.9975,2.5675,18.563,1.805,2.93,41.5,1.2475,11.652,3.3475,3.95,28.1,29.525,0.17375,2.435,1.245,24.5,3.2875,1.305,37.987,2.015,2.7343,47.266,4.3122,45.688,24.688,14.125,1.5,0.08828,3.5203,0.003343,0,5.4686,91.376,70.625,0.0022604,20.009,0.0012561,0,74.442,1.2724,0.0068594,49.375
6600.5,0.34375,0.2275,3.2275,16.063,2.495,4.95,18.1,2.5825,3.5925,3.8575,1.89,37.3,26.975,0.01625,2.535,1.315,24.5,3.3475,1.175,36.588,6.355,42.181,7.8193,29.669,20.331,20.771,19.688,5.1458,2.1841,1.047,0.0067048,0,84.361,40.663,98.438,0.22821,1.9819,0.0016234,0,80.973,1.5941,0.23654,41.542
6648.5,0.34625,0.8325,1.2325,6.3125,2.855,2.47,49.1,1.2625,8.1425,3.8725,3.57,45.7,36.575,0.27125,2.625,2.345,24.5,2.2825,1.895,9.6375,11.115,45.668,4.3316,0,50,37.729,8.0417,8.6458,1.2161,6.7183,0.0093833,0,91.337,100,40.208,0.02706,16.092,0.051117,4.29E-20,77.785,2.1017,0.087561,75.458
6696.5,0.34875,0.6825,1.1875,15.938,2.225,5.33,15.5,3.3475,2.0975,3.8425,1.85,20.9,34.475,0.18375,2.735,1.055,24.5,1.6225,1.585,15.938,2.225,9.4282,40.572,30.471,19.529,8.0417,19.521,1.7917,1.1897,1.0123,0.003069,0,18.856,39.059,97.604,0.0031249,8.45,0.002623,0,80.524,1.0018,0.0088169,16.083
6744.5,0.35125,0.4775,2.8975,9.3125,1.105,2.07,21.7,2.8525,10.548,2.7775,4.65,10.7,38.525,0.13625,2.345,2.695,24.5,1.9375,1.375,33.263,2.575,47.981,2.0187,3.4471,46.553,16.396,16.167,1.875,3.1754,2.9814,0.0025679,0,95.963,93.106,80.833,0.0022659,28.641,0.0028836,0,72.816,2.9704,0.0077173,32.792
6792.5,0.35375,0.0975,2.5225,5.5625,2.075,5.47,20.7,3.8275,10.158,2.4025,1.13,12.3,44.675,0.11875,1.835,2.625,24.5,1.7275,2.795,17.337,13.285,49.951,0.049304,9.5118,40.488,11.417,18.854,10.354,4.7138,2.1815,0.0026428,0,99.901,80.976,94.271,0.026431,9.9171,0.003425,0,77.939,3.0438,0.032499,22.833
6840.5,0.35625,0.4525,1.8175,18.438,1.965,2.51,43.5,2.5075,2.9425,2.0575,4.73,14.5,42.275,0.11125,1.595,2.445,24.5,3.6625,2.045,16.638,8.875,49.104,0.89616,6.3596,43.64,27.854,17.021,7.0625,1.7917,2.5998,0.17448,6.18E-05,98.208,87.281,85.104,0.12652,7.2182,0.0030925,0,79.577,2.0802,0.30409,55.708
6888.5,0.35875,0.7375,3.9475,13.813,2.175,3.85,42.1,1.0075,11.913,1.6375,4.25,11.7,22.025,0.36875,2.105,2.355,24.5,3.6775,2.715,22.237,11.745,44.361,5.6395,0,50,29.271,12,9.3333,1.5388,4.3078,0.029985,3.96E-17,88.721,100,60,0.0019515,40.65,0.0018187,0,79.466,2.3182,0.033755,58.542
6936.5,0.36125,0.8775,3.4225,13.063,1.505,4.21,22.9,3.9475,7.9475,1.7275,1.63,20.5,30.875,0.41375,2.375,1.765,24.5,2.2375,2.425,23.638,13.425,47.557,2.443,0,50,34.938,7.7917,10.667,1.3713,6.8632,0.0063844,0,95.114,100,38.958,0.0027002,40.997,0.0045738,0,79.454,2.3001,0.013658,69.875
6984.5,0.36375,0.6325,3.3325,26.688,2.395,3.31,42.5,1.6375,6.1275,2.9425,2.93,39.9,35.375,0.09875,1.825,2.965,24.5,1.6375,1.395,27.313,8.035,47.461,2.5387,0,50,33,10.313,6.2917,1.4686,5.1137,0.039334,7.07E-20,94.923,100,51.563,0.042033,14.594,0.0078346,0,78.303,2.2831,0.089203,66
7032.5,0.36625,0.5875,1.0075,9.6875,1.815,2.43,28.3,3.7525,12.107,3.9475,3.17,18.5,38.975,0.38375,2.195,2.515,24.5,2.8975,1.535,28.013,5.795,47.846,2.1536,0,50,27.771,10.417,4.5417,1.8308,5.1198,0.0017494,0,95.693,100,52.083,0.001837,59.343,0.0042885,0,78.372,2.6431,0.0078749,55.542
7080.5,0.36875,0.5275,2.4175,24.813,1.165,4.13,18.9,3.4225,9.3125,3.7825,1.67,34.1,37.025,0.47625,1.805,1.305,24.5,1.2475,2.415,34.487,9.015,47.991,2.0094,0.51151,49.488,21.667,13.729,7.0208,2.4002,3.697,0.0021441,0,95.981,98.977,68.646,0.0023779,38.689,0.0050849,0,77.879,2.8403,0.009607,43.333
7128.5,0.37125,0.0325,3.1075,17.688,1.755,3.93,23.1,2.7025,4.3075,1.0975,3.39,27.1,33.875,0.43125,2.805,1.345,24.5,2.8825,2.545,23.288,2.295,45.172,4.8277,41.484,8.5158,9,19.896,1.75,5.8221,0.43148,0.034427,0.0021604,90.345,17.032,99.479,0.0013502,37.889,0.0015148,0,76.253,1.879,0.037292,18
7176.5,0.37375,0.5625,3.0025,12.563,1.085,5.91,16.1,2.7325,2.6175,3.2725,1.19,35.7,23.675,0.29875,1.255,1.435,24.5,2.0575,2.755,29.063,13.845,47.445,2.5548,0.083589,49.916,24.979,13.125,10.667,1.9564,3.9431,0.022618,3.47E-19,94.89,99.833,65.625,0.010596,15.636,0.0023044,0,77.043,2.6013,0.035519,49.958
7224.5,0.37625,0.0025,3.9925,13.563,2.845,4.75,39.7,2.8825,11.783,1.0225,3.31,46.1,28.025,0.40125,2.275,1.555,24.5,2.3575,2.055,14.538,13.915,50,0,47.305,2.6954,15.542,19.875,10.917,3.3524,0.13602,0.012211,1.13E-21,100,5.3908,99.375,0.0090642,20.636,0.009389,9.41E-25,78.453,1.4993,0.030665,31.083
7272.5,0.37875,0.5775,1.3375,6.9375,2.145,5.13,30.5,2.3275,3.5275,1.2025,4.97,48.7,24.125,0.07125,2.975,1.235,24.5,1.4425,2.935,35.013,2.085,31.717,18.283,11.527,38.473,17.25,17.604,1.7708,1.8495,2.2685,0.10387,0.0001698,63.434,76.947,88.021,0.017728,9.1656,0.0013637,0,84.932,1.9775,0.12296,34.5
7320.5,0.38125,0.8825,2.7175,20.813,2.375,4.49,39.3,3.1525,2.1625,3.0775,1.55,17.9,22.175,0.04375,2.985,1.885,24.5,3.1375,1.465,7.0125,1.385,1.4912,48.509,39.41,10.59,4.4583,19.771,0.9375,0.38004,0.53777,0.0022489,0,2.9824,21.18,98.854,0.05444,1.7263,0.0016722,0,67.69,0.47163,0.058361,8.9167
7368.5,0.38375,0.4825,1.4875,26.188,1.575,5.87,49.9,2.1025,5.8675,3.9025,2.03,33.5,42.725,0.22375,1.755,2.065,24.5,1.7875,2.575,12.438,2.995,32.565,17.435,19.578,30.422,14.438,19.396,1.875,2.4303,1.5878,0.0019187,0,65.13,60.844,96.979,0.0040392,10.085,0.002152,0,62.604,1.8996,0.0081099,28.875
7416.5,0.38625,0.0275,2.0125,9.1875,1.925,4.17,15.7,3.9025,11.717,3.9625,3.65,37.1,43.175,0.38625,2.035,2.585,24.5,2.9575,2.925,31.688,8.385,50,0,20.321,29.679,9.7917,18.958,6.6875,5.7026,1.6492,0.0013938,0,100,59.357,94.792,0.0015834,64.385,0.0015356,0,79.756,2.8502,0.0045129,19.583
7464.5,0.38875,0.3975,2.5525,17.813,2.095,5.97,28.5,2.5675,12.628,1.4275,1.23,27.3,34.775,0.21625,2.915,1.495,24.5,1.1425,1.015,24.688,2.365,10.294,39.706,43.641,6.3586,4.9792,19.896,1.7917,2.2772,0.32046,0.0011969,0,20.588,12.717,99.479,0.0010546,23.265,0.002694,0,75.758,0.64393,0.0049455,9.9583
7512.5,0.39125,0.3225,1.2775,25.188,2.125,2.23,42.3,3.8875,12.758,3.9775,3.15,21.5,35.675,0.23875,2.235,1.835,24.5,2.4925,2.235,13.138,2.435,44.013,5.9872,16.298,33.702,11.042,18.833,1.8333,4.415,1.8334,0.00067005,0,88.026,67.403,94.167,0.0052276,12.864,0.0024279,0,75.291,2.6806,0.0083256,22.083
7560.5,0.39375,0.4275,1.7125,12.813,1.545,4.97,20.9,1.9375,10.483,3.1825,1.03,48.3,20.225,0.39875,1.125,2.155,24.5,2.8375,2.515,10.688,14.545,49.985,0.014581,2.84,47.16,17.375,16.75,11.313,2.9797,2.868,0.0037714,0,99.971,94.32,83.75,0.057123,10.332,0.005902,0,77.776,2.8799,0.066796,34.75
